crop_name,N,P,K,temperature,humidity,ph,season,soil_type,region,growth_stage,label
rice,61.34,20.92,29.13,28.31,73.62,8.08,summer,clayey_delta,north_delta,vegetative,zinc_sulphate_22
basil,50.74,19.39,38.24,30.83,50.0,7.26,summer,sandy,upper_egypt,seedling,humic_acid_80
onion,21.69,3.69,42.96,14.81,55.65,8.2,winter,alluvial,south_delta,flowering,di_ammonium_phosphate_18_46
watermelon,8.76,21.81,63.08,29.48,51.02,8.17,summer,reclaimed,west_delta,flowering,ammonium_sulphate_206
coriander,20.69,15.77,26.47,17.81,62.66,8.01,winter,loamy_clay,west_delta,fruiting,calcium_nitrate_155
mint,49.96,34.91,53.15,21.16,68.11,7.8,permanent,clayey_delta,north_delta,flowering,calcium_nitrate_155
tomato_winter,68.4,39.45,16.76,18.4,53.63,7.81,winter,alluvial,south_delta,vegetative,potassium_sulphate_48
tomato_summer,98.54,20.78,99.27,25.34,61.58,8.11,summer,clayey_delta,north_delta,vegetative,phosphoric_acid_85
grapes,17.4,5.53,96.47,19.26,39.25,7.82,permanent,calcareous,new_lands,seedling,mono_ammonium_phosphate_12_61
cucumber,59.03,15.58,80.11,26.9,66.31,8.26,summer,clayey_delta,north_delta,seedling,iron_chelate_eddha_6
onion,23.84,3.87,17.21,20.36,43.98,7.86,winter,loamy_clay,middle_egypt,vegetative,npk_19_19_19
wheat,76.05,27.47,3.33,17.58,50.0,7.93,winter,loamy_clay,upper_egypt,flowering,potassium_chloride_60
mint,55.51,31.45,76.78,27.05,67.32,7.99,permanent,clayey_delta,north_delta,fruiting,calcium_nitrate_155
grapes,57.5,19.41,96.43,25.46,43.21,7.96,permanent,loamy_clay,upper_egypt,fruiting,single_super_phosphate_15
olive,23.94,21.15,41.5,22.44,62.0,8.39,permanent,reclaimed,west_delta,seedling,manganese_sulphate_32
cucumber,54.71,3.83,80.24,27.71,65.28,7.61,summer,alluvial,east_delta,vegetative,triple_super_phosphate_46
potato,78.14,28.98,136.53,15.05,69.61,7.66,winter,alluvial,north_delta,vegetative,single_super_phosphate_15
coriander,10.44,4.35,36.42,16.79,65.63,7.92,winter,alluvial,north_delta,fruiting,di_ammonium_phosphate_18_46
cumin,6.17,17.98,32.35,20.7,42.26,8.2,winter,alluvial,middle_egypt,vegetative,ammonium_sulphate_206
watermelon,8.58,14.12,79.1,25.09,56.15,7.61,summer,sandy,east_delta,fruiting,urea_46
basil,15.27,7.0,53.71,28.13,59.33,8.2,summer,alluvial,south_delta,fruiting,di_ammonium_phosphate_18_46
watermelon,20.82,21.64,78.23,34.75,41.27,7.8,summer,calcareous,new_lands,flowering,magnesium_sulphate_16
watermelon,22.4,8.43,82.83,31.97,35.0,8.15,summer,calcareous,new_lands,fruiting,magnesium_sulphate_16
faba_bean,5.85,34.25,7.35,14.96,52.22,7.5,winter,alluvial,middle_egypt,seedling,potassium_nitrate_13_0_46
cumin,41.48,11.73,19.41,21.73,49.87,7.79,winter,loamy_clay,middle_egypt,fruiting,single_super_phosphate_15
coriander,46.46,16.08,23.29,19.88,54.77,7.78,winter,alluvial,south_delta,fruiting,no_fertilizer_required
basil,16.7,4.33,11.58,25.6,52.54,7.96,summer,loamy_clay,middle_egypt,vegetative,npk_19_19_19
mango,25.11,23.4,25.51,24.02,40.0,8.17,permanent,reclaimed,new_lands,seedling,agricultural_sulphur_99
eggplant,47.51,17.89,84.89,29.08,50.0,7.72,summer,sandy,upper_egypt,vegetative,calcium_ammonium_nitrate_26
garlic,12.88,16.1,24.28,18.06,49.33,7.78,winter,loamy_clay,upper_egypt,fruiting,potassium_nitrate_13_0_46
watermelon,15.41,17.78,81.96,31.37,59.44,8.0,summer,reclaimed,west_delta,vegetative,ammonium_sulphate_206
grapes,12.26,10.1,87.4,25.09,45.7,8.38,permanent,reclaimed,middle_egypt,flowering,di_ammonium_phosphate_18_46
cotton,15.36,26.18,67.96,31.48,61.34,8.2,summer,alluvial,north_delta,seedling,agricultural_sulphur_99
garlic,52.8,15.36,69.86,18.47,61.75,8.37,winter,clayey_delta,north_delta,vegetative,no_fertilizer_required
pomegranate,53.96,15.53,54.95,28.76,41.73,7.85,permanent,sandy,upper_egypt,seedling,humic_acid_80
pomegranate,7.47,24.51,55.03,25.18,58.04,8.05,permanent,reclaimed,west_delta,vegetative,ammonium_sulphate_206
onion,19.79,16.13,15.57,14.86,63.96,7.87,winter,alluvial,north_delta,vegetative,potassium_nitrate_13_0_46
lentil,21.14,11.01,25.62,20.2,52.92,8.35,winter,reclaimed,sinai_north,fruiting,ammonium_molybdate_54
pomegranate,72.71,34.82,119.7,24.31,55.32,7.88,permanent,loamy_clay,west_delta,flowering,nutrient_excess
basil,12.61,15.83,11.46,26.84,51.99,7.5,summer,alluvial,middle_egypt,flowering,potassium_nitrate_13_0_46
sugar_beet,11.08,9.29,33.13,14.0,62.08,7.98,winter,calcareous,west_delta,seedling,mono_ammonium_phosphate_12_61
mango,64.64,10.67,43.58,23.73,40.0,8.34,permanent,reclaimed,new_lands,flowering,iron_chelate_eddha_6
potato,15.26,49.53,113.47,14.44,56.83,7.76,winter,sandy,east_delta,vegetative,urea_46
wheat,60.93,28.3,2.62,17.4,45.63,7.85,winter,alluvial,upper_egypt,vegetative,potassium_chloride_60
faba_bean,26.11,5.02,28.46,18.0,55.45,8.12,winter,clayey_delta,south_delta,vegetative,ammonium_molybdate_54
mango,40.61,22.42,60.09,27.8,52.79,7.95,permanent,reclaimed,middle_egypt,seedling,calcium_ammonium_nitrate_26
pomegranate,13.13,24.34,76.94,24.03,61.24,8.34,permanent,reclaimed,west_delta,seedling,iron_chelate_eddha_6
berseem,20.37,19.9,2.63,17.37,64.97,7.83,winter,alluvial,north_delta,seedling,potassium_chloride_60
grapes,17.4,5.53,96.47,19.26,39.25,7.82,permanent,calcareous,new_lands,seedling,mono_ammonium_phosphate_12_61
lentil,24.11,15.95,33.4,20.43,39.45,7.86,winter,reclaimed,new_lands,seedling,humic_acid_80
wheat,37.09,18.94,19.49,16.88,47.68,8.2,winter,alluvial,middle_egypt,flowering,calcium_nitrate_155
tomato_winter,10.13,50.0,78.52,13.95,61.85,8.2,winter,alluvial,north_delta,flowering,iron_chelate_eddha_6
wheat,19.94,26.07,4.53,17.69,53.44,7.75,winter,loamy_clay,south_delta,fruiting,potassium_nitrate_13_0_46
tomato_summer,83.1,39.25,111.23,28.49,54.78,8.2,summer,alluvial,east_delta,vegetative,iron_chelate_eddha_6
sugar_beet,16.35,29.21,8.49,21.09,64.08,8.31,winter,clayey_delta,north_delta,vegetative,potassium_nitrate_13_0_46
wheat,57.83,25.23,3.59,18.11,58.99,8.35,winter,clayey_delta,north_delta,seedling,potassium_chloride_60
barley,41.46,2.62,29.73,15.54,61.99,7.61,winter,sandy,sinai_north,fruiting,triple_super_phosphate_46
faba_bean,22.25,31.9,21.24,19.18,48.45,8.03,winter,alluvial,middle_egypt,vegetative,ammonium_molybdate_54
watermelon,12.01,17.52,76.17,27.49,39.41,8.26,summer,calcareous,new_lands,fruiting,magnesium_sulphate_16
rice,25.06,3.42,15.37,33.0,74.82,8.2,summer,clayey_delta,north_delta,seedling,npk_20_20_20
tomato_summer,89.9,22.27,104.68,25.72,61.38,7.86,summer,alluvial,north_delta,flowering,single_super_phosphate_15
date_palm,6.6,9.57,42.98,35.04,32.61,7.63,permanent,sandy,upper_egypt,seedling,ammonium_nitrate_335
berseem,3.49,19.25,14.23,18.92,51.95,8.05,winter,alluvial,middle_egypt,fruiting,ammonium_molybdate_54
berseem,6.0,5.5,12.9,17.38,61.2,7.76,winter,alluvial,north_delta,vegetative,di_ammonium_phosphate_18_46
tomato_summer,106.15,38.06,114.2,30.19,50.0,7.7,summer,sandy,upper_egypt,seedling,humic_acid_80
faba_bean,28.72,34.61,41.63,14.78,58.74,8.01,winter,loamy_clay,middle_egypt,vegetative,ammonium_molybdate_54
cotton,75.54,21.74,13.41,24.0,61.39,7.98,summer,alluvial,north_delta,vegetative,potassium_chloride_60
maize,100.21,25.27,21.12,26.41,50.87,8.2,summer,alluvial,middle_egypt,flowering,potassium_nitrate_13_0_46
tomato_winter,50.45,29.33,87.57,14.65,60.0,7.78,winter,loamy_clay,middle_egypt,flowering,calcium_nitrate_155
date_palm,19.22,10.06,33.07,29.52,35.78,7.58,permanent,sandy,new_lands,seedling,npk_19_19_19
faba_bean,50.06,50.0,57.17,15.93,53.92,8.2,winter,alluvial,middle_egypt,flowering,nutrient_excess
watermelon,47.04,8.83,86.23,33.64,35.5,7.54,summer,sandy,upper_egypt,seedling,single_super_phosphate_15
barley,21.82,16.19,35.41,16.53,56.28,8.14,winter,calcareous,sinai_north,flowering,calcium_nitrate_155
grapes,58.6,34.86,105.4,26.77,44.22,7.98,permanent,reclaimed,middle_egypt,seedling,humic_acid_80
cabbage,51.38,19.77,40.3,16.56,60.84,7.79,winter,loamy_clay,south_delta,vegetative,potassium_nitrate_13_0_46
olive,6.86,2.93,50.18,26.14,52.74,8.23,permanent,calcareous,west_delta,flowering,magnesium_sulphate_16
basil,12.47,21.86,49.75,27.23,45.0,7.49,summer,sandy,upper_egypt,flowering,urea_46
cucumber,34.29,16.26,92.59,21.0,65.0,7.93,summer,loamy_clay,south_delta,vegetative,urea_46
eggplant,46.68,19.3,50.54,27.13,54.91,7.98,summer,loamy_clay,south_delta,fruiting,npk_20_20_20
cucumber,108.55,40.43,155.42,26.85,66.44,8.03,summer,loamy_clay,west_delta,fruiting,nutrient_excess
watermelon,66.69,36.58,122.0,24.34,58.09,7.96,summer,reclaimed,west_delta,flowering,nutrient_excess
pepper,54.88,14.84,53.3,27.03,55.58,8.2,summer,alluvial,south_delta,fruiting,iron_chelate_eddha_6
sugar_beet,29.82,35.78,31.29,11.85,64.2,8.36,winter,clayey_delta,south_delta,seedling,agricultural_sulphur_99
cumin,41.0,28.97,5.52,17.96,39.5,7.47,winter,sandy,new_lands,flowering,potassium_sulphate_48
mango,40.19,21.84,72.75,27.88,44.03,7.76,permanent,reclaimed,middle_egypt,vegetative,calcium_ammonium_nitrate_26
faba_bean,12.47,16.93,38.79,20.9,49.7,7.81,winter,alluvial,south_delta,seedling,npk_19_19_19
grapes,32.82,26.67,75.99,21.86,45.0,7.5,permanent,sandy,new_lands,fruiting,calcium_ammonium_nitrate_26
mango,72.77,6.2,60.48,26.2,45.0,8.11,permanent,reclaimed,aswan,fruiting,phosphoric_acid_85
grapes,15.8,10.98,89.27,18.99,57.73,7.71,permanent,calcareous,west_delta,seedling,mono_ammonium_phosphate_12_61
mango,44.18,16.13,85.46,28.87,43.3,7.87,permanent,reclaimed,new_lands,seedling,calcium_ammonium_nitrate_26
lentil,4.34,3.54,29.6,15.15,54.95,7.87,winter,sandy,sinai_north,seedling,mono_ammonium_phosphate_12_61
cumin,15.47,22.87,18.12,13.41,48.4,8.1,winter,loamy_clay,upper_egypt,fruiting,calcium_nitrate_155
olive,28.21,20.93,37.17,19.15,60.0,7.97,permanent,calcareous,north_coast,fruiting,magnesium_sulphate_16
sugar_beet,44.49,20.0,40.53,14.78,64.71,7.67,winter,calcareous,west_delta,seedling,single_super_phosphate_15
mint,120.0,50.0,121.52,24.13,55.0,7.8,permanent,clayey_delta,south_delta,fruiting,nutrient_excess
maize,120.0,48.8,66.99,27.41,52.18,7.87,summer,loamy_clay,south_delta,vegetative,nutrient_excess
banana,120.0,50.0,200.0,30.37,60.0,7.76,permanent,loamy_clay,middle_egypt,fruiting,no_fertilizer_required
citrus,16.29,22.27,73.4,21.87,45.0,8.06,permanent,reclaimed,new_lands,seedling,agricultural_sulphur_99
mango,41.32,15.92,70.68,30.01,40.42,8.14,permanent,reclaimed,aswan,fruiting,calcium_ammonium_nitrate_26
tomato_winter,91.56,14.86,83.82,16.24,58.88,8.0,winter,clayey_delta,east_delta,fruiting,phosphoric_acid_85
citrus,82.57,7.51,97.64,27.55,52.17,7.7,permanent,loamy_clay,middle_egypt,fruiting,triple_super_phosphate_46
eggplant,93.76,17.51,102.21,25.85,55.82,7.99,summer,clayey_delta,east_delta,seedling,npk_20_20_20
watermelon,9.01,17.93,67.15,35.34,37.96,7.82,summer,reclaimed,new_lands,fruiting,ammonium_nitrate_335
maize,120.0,48.6,58.67,32.64,45.0,7.9,summer,alluvial,upper_egypt,flowering,nutrient_excess
maize,104.57,9.0,28.83,26.28,49.19,8.2,summer,alluvial,middle_egypt,seedling,phosphoric_acid_85
pepper,69.33,14.84,69.44,27.19,56.58,7.6,summer,sandy,east_delta,vegetative,single_super_phosphate_15
pepper,38.25,28.32,50.36,25.21,62.44,7.98,summer,alluvial,upper_egypt,seedling,urea_46
olive,14.59,18.71,50.55,26.4,59.54,7.86,permanent,reclaimed,sinai_north,flowering,calcium_ammonium_nitrate_26
rice,101.91,27.87,27.39,24.31,65.0,7.99,summer,alluvial,south_delta,vegetative,potassium_nitrate_13_0_46
barley,22.42,13.63,23.92,13.97,62.0,7.69,winter,sandy,north_coast,fruiting,calcium_ammonium_nitrate_26
eggplant,19.23,23.48,81.92,35.16,50.0,7.97,summer,loamy_clay,middle_egypt,fruiting,ammonium_nitrate_335
watermelon,47.38,8.64,76.21,30.29,56.05,7.79,summer,calcareous,west_delta,fruiting,magnesium_sulphate_16
watermelon,9.71,3.86,22.32,27.6,43.63,7.42,summer,sandy,upper_egypt,flowering,npk_19_19_19
watermelon,13.31,15.75,87.51,28.94,60.2,7.52,summer,sandy,east_delta,seedling,urea_46
date_palm,41.15,8.93,49.08,30.06,31.73,7.64,permanent,sandy,aswan,seedling,humic_acid_80
mango,64.78,26.66,82.42,24.57,40.0,7.42,permanent,sandy,new_lands,seedling,humic_acid_80
cumin,6.45,7.24,29.4,18.63,35.55,7.67,winter,sandy,new_lands,flowering,di_ammonium_phosphate_18_46
olive,15.28,7.33,59.93,21.3,60.0,7.8,permanent,calcareous,north_coast,fruiting,magnesium_sulphate_16
mint,53.81,18.74,68.7,21.13,57.72,8.07,permanent,loamy_clay,south_delta,seedling,agricultural_sulphur_99
grapes,19.34,27.13,75.47,23.48,45.09,8.27,permanent,reclaimed,middle_egypt,fruiting,ammonium_sulphate_206
olive,8.96,3.02,43.14,25.83,39.69,7.96,permanent,reclaimed,new_lands,flowering,di_ammonium_phosphate_18_46
faba_bean,23.63,8.2,9.94,19.37,65.25,8.2,winter,alluvial,north_delta,fruiting,ammonium_molybdate_54
mango,64.13,23.85,72.73,26.18,40.39,8.11,permanent,reclaimed,aswan,seedling,agricultural_sulphur_99
olive,46.54,26.02,75.06,19.48,51.03,8.24,permanent,calcareous,sinai_north,fruiting,magnesium_sulphate_16
watermelon,49.51,7.98,86.25,35.06,35.0,7.94,summer,calcareous,new_lands,fruiting,magnesium_sulphate_16
garlic,15.35,6.95,15.43,23.9,56.19,7.7,winter,alluvial,south_delta,seedling,npk_19_19_19
date_palm,5.17,7.64,59.82,26.55,25.96,7.9,permanent,reclaimed,aswan,flowering,urea_46
onion,51.91,12.66,28.38,14.91,48.48,7.81,winter,alluvial,middle_egypt,vegetative,npk_19_19_19
faba_bean,12.07,25.58,45.27,17.82,65.0,7.79,winter,alluvial,south_delta,flowering,calcium_nitrate_155
berseem,5.93,4.21,16.81,14.73,55.96,7.82,winter,loamy_clay,south_delta,vegetative,di_ammonium_phosphate_18_46
basil,57.14,10.62,31.31,26.1,49.49,7.93,summer,loamy_clay,upper_egypt,vegetative,npk_19_19_19
barley,19.62,14.28,37.56,13.96,55.26,7.64,winter,calcareous,sinai_north,flowering,calcium_nitrate_155
cumin,27.21,21.23,23.85,17.25,54.58,8.2,winter,alluvial,middle_egypt,flowering,no_fertilizer_required
tomato_winter,81.67,29.42,111.11,20.5,60.0,7.85,winter,loamy_clay,middle_egypt,flowering,no_fertilizer_required
citrus,76.21,6.64,82.25,23.94,64.56,7.68,permanent,sandy,east_delta,vegetative,triple_super_phosphate_46
tomato_summer,34.07,43.13,114.55,30.11,50.0,7.71,summer,sandy,upper_egypt,fruiting,urea_46
olive,5.57,2.88,57.88,21.83,52.56,7.62,permanent,sandy,sinai_north,seedling,mono_ammonium_phosphate_12_61
olive,36.91,11.65,47.21,21.81,61.48,8.26,permanent,calcareous,north_coast,vegetative,manganese_sulphate_32
basil,11.16,16.94,15.42,26.79,56.93,8.2,summer,alluvial,middle_egypt,vegetative,potassium_nitrate_13_0_46
tomato_winter,77.19,41.44,63.81,19.19,67.62,8.2,winter,alluvial,east_delta,seedling,iron_chelate_eddha_6
faba_bean,30.92,25.08,20.11,12.47,61.09,7.6,winter,alluvial,north_delta,vegetative,potassium_nitrate_13_0_46
berseem,14.33,5.03,4.4,15.75,61.17,8.05,winter,clayey_delta,north_delta,flowering,ammonium_molybdate_54
pepper,52.84,15.82,53.13,25.54,62.52,8.18,summer,clayey_delta,north_delta,fruiting,phosphoric_acid_85
berseem,5.5,3.35,20.22,17.07,55.32,8.2,winter,alluvial,middle_egypt,fruiting,ammonium_molybdate_54
pepper,24.27,32.06,57.07,25.68,72.54,8.2,summer,clayey_delta,north_delta,vegetative,iron_chelate_eddha_6
grapes,56.63,16.27,91.72,23.49,63.4,8.13,permanent,reclaimed,west_delta,vegetative,phosphoric_acid_85
cabbage,19.92,4.49,17.6,17.04,56.43,7.62,winter,loamy_clay,middle_egypt,fruiting,borax_11
mint,87.93,15.6,63.64,23.68,66.56,8.2,permanent,alluvial,north_delta,vegetative,phosphoric_acid_85
wheat,13.45,7.31,5.62,16.16,49.93,7.79,winter,loamy_clay,middle_egypt,vegetative,npk_19_19_19
berseem,3.27,16.67,10.96,19.75,55.23,7.84,winter,loamy_clay,middle_egypt,vegetative,urea_46
olive,7.83,2.83,53.55,19.34,60.51,7.74,permanent,sandy,north_coast,seedling,mono_ammonium_phosphate_12_61
lentil,4.41,5.49,28.03,12.83,48.66,7.96,winter,loamy_clay,middle_egypt,seedling,mono_ammonium_phosphate_12_61
maize,26.14,22.91,40.45,36.89,45.0,7.75,summer,alluvial,upper_egypt,flowering,ammonium_nitrate_335
mint,22.15,34.32,72.24,20.64,71.77,8.28,permanent,clayey_delta,north_delta,vegetative,ammonium_sulphate_206
basil,51.53,3.91,59.34,26.27,58.65,7.98,summer,alluvial,south_delta,vegetative,triple_super_phosphate_46
berseem,23.94,4.88,14.36,22.89,54.68,8.2,winter,alluvial,south_delta,vegetative,ammonium_molybdate_54
wheat,36.01,19.96,17.39,18.19,56.98,8.2,winter,alluvial,south_delta,seedling,urea_46
rice,88.62,26.13,10.99,29.74,65.0,8.2,summer,clayey_delta,south_delta,fruiting,potassium_chloride_60
wheat,53.3,18.28,4.92,20.84,45.41,8.2,winter,alluvial,upper_egypt,fruiting,potassium_chloride_60
eggplant,22.57,5.2,27.16,26.0,61.73,8.2,summer,alluvial,north_delta,flowering,iron_chelate_eddha_6
tomato_winter,63.07,30.89,142.72,15.41,65.0,8.1,winter,loamy_clay,south_delta,vegetative,no_fertilizer_required
cotton,13.08,26.84,15.36,32.33,45.66,8.1,summer,loamy_clay,middle_egypt,seedling,agricultural_sulphur_99
maize,85.59,32.47,7.15,30.0,47.36,7.89,summer,alluvial,upper_egypt,vegetative,potassium_chloride_60
mango,16.65,22.23,67.99,35.14,40.0,7.61,permanent,sandy,upper_egypt,flowering,ammonium_nitrate_335
cucumber,32.81,13.52,103.11,28.14,59.08,8.21,summer,clayey_delta,east_delta,flowering,iron_chelate_eddha_6
watermelon,31.76,8.06,49.09,30.07,56.07,7.98,summer,reclaimed,west_delta,seedling,npk_19_19_19
olive,24.94,7.19,26.97,23.24,55.69,7.79,permanent,calcareous,west_delta,flowering,magnesium_sulphate_16
watermelon,20.8,19.44,89.84,32.73,36.63,7.73,summer,sandy,upper_egypt,fruiting,calcium_ammonium_nitrate_26
cumin,40.31,31.41,23.5,14.16,35.0,7.46,winter,sandy,upper_egypt,seedling,humic_acid_80
mango,16.65,22.23,67.99,35.14,40.0,7.61,permanent,sandy,upper_egypt,flowering,ammonium_nitrate_335
maize,111.62,8.08,33.37,27.1,60.88,8.22,summer,clayey_delta,south_delta,flowering,phosphoric_acid_85
lentil,17.8,5.34,29.36,16.62,55.61,7.75,winter,sandy,sinai_north,seedling,triple_super_phosphate_46
pepper,62.36,33.91,69.87,21.08,60.0,7.95,summer,alluvial,middle_egypt,seedling,npk_20_20_20
eggplant,74.13,27.37,56.1,27.63,50.0,7.89,summer,loamy_clay,upper_egypt,vegetative,potassium_sulphate_48
basil,59.11,11.29,42.64,26.24,58.39,7.99,summer,alluvial,middle_egypt,seedling,single_super_phosphate_15
pomegranate,40.75,21.46,42.88,25.52,55.48,7.81,permanent,loamy_clay,west_delta,vegetative,potassium_sulphate_48
potato,67.91,27.33,134.27,18.99,64.54,7.64,winter,alluvial,east_delta,seedling,single_super_phosphate_15
pomegranate,51.8,6.3,61.23,25.85,51.64,7.74,permanent,reclaimed,middle_egypt,seedling,triple_super_phosphate_46
pomegranate,9.74,3.88,17.05,25.92,46.78,8.3,permanent,reclaimed,middle_egypt,fruiting,iron_chelate_eddha_6
wheat,53.33,3.71,13.39,12.24,61.77,7.92,winter,alluvial,north_delta,vegetative,triple_super_phosphate_46
grapes,19.14,24.56,93.62,26.74,61.05,8.11,permanent,calcareous,west_delta,flowering,ammonium_sulphate_206
eggplant,19.16,6.64,30.51,29.15,62.09,8.2,summer,clayey_delta,north_delta,flowering,iron_chelate_eddha_6
garlic,10.12,6.0,62.05,15.13,48.41,7.74,winter,loamy_clay,middle_egypt,seedling,mono_ammonium_phosphate_12_61
basil,47.72,11.45,61.26,31.46,54.09,7.96,summer,loamy_clay,south_delta,vegetative,single_super_phosphate_15
maize,88.69,15.45,17.32,32.5,53.53,8.05,summer,alluvial,south_delta,vegetative,zinc_sulphate_22
grapes,13.85,12.05,36.67,25.01,55.71,7.87,permanent,sandy,sinai_north,flowering,npk_19_19_19
maize,71.59,29.87,29.82,30.15,50.05,8.1,summer,loamy_clay,middle_egypt,vegetative,zinc_sulphate_22
wheat,19.59,26.05,18.18,16.91,47.29,8.2,winter,alluvial,upper_egypt,seedling,ammonium_sulphate_206
cucumber,16.83,4.05,30.44,25.36,58.0,8.22,summer,clayey_delta,south_delta,flowering,iron_chelate_eddha_6
potato,17.18,45.52,122.27,20.38,55.56,7.98,winter,alluvial,middle_egypt,fruiting,urea_46
potato,17.41,42.9,109.56,19.57,61.32,7.83,winter,loamy_clay,west_delta,seedling,urea_46
olive,7.41,9.11,58.87,22.98,41.75,7.98,permanent,reclaimed,new_lands,flowering,urea_46
cumin,8.8,5.99,33.3,16.0,60.0,8.18,winter,calcareous,west_delta,seedling,mono_ammonium_phosphate_12_61
onion,10.02,5.08,53.98,13.38,62.46,7.79,winter,alluvial,north_delta,flowering,di_ammonium_phosphate_18_46
maize,28.04,25.01,24.9,36.42,45.89,7.57,summer,alluvial,upper_egypt,vegetative,ammonium_nitrate_335
watermelon,41.99,21.62,87.82,25.58,58.95,7.76,summer,reclaimed,sinai_north,seedling,humic_acid_80
barley,29.8,16.17,37.68,14.37,41.35,8.3,winter,calcareous,new_lands,seedling,manganese_sulphate_32
faba_bean,50.59,43.09,73.12,17.91,48.6,7.85,winter,alluvial,south_delta,seedling,nutrient_excess
pomegranate,10.65,4.5,57.22,24.17,45.44,8.35,permanent,reclaimed,middle_egypt,vegetative,iron_chelate_eddha_6
cumin,17.03,24.79,13.97,19.84,38.23,7.85,winter,loamy_clay,upper_egypt,vegetative,npk_19_19_19
berseem,24.59,10.4,14.99,19.71,56.4,8.24,winter,clayey_delta,south_delta,fruiting,ammonium_molybdate_54
olive,15.5,14.16,28.4,19.98,60.0,8.21,permanent,calcareous,north_coast,fruiting,magnesium_sulphate_16
sugar_beet,57.64,34.14,7.66,14.72,60.97,7.64,winter,calcareous,west_delta,vegetative,potassium_chloride_60
wheat,23.54,6.87,20.9,14.87,54.86,7.8,winter,loamy_clay,middle_egypt,vegetative,di_ammonium_phosphate_18_46
tomato_winter,73.19,20.62,88.72,21.14,65.05,7.87,winter,alluvial,north_delta,vegetative,single_super_phosphate_15
sugar_beet,82.28,19.12,200.0,17.49,55.0,8.34,winter,clayey_delta,north_delta,fruiting,nutrient_excess
mint,56.41,24.02,73.04,24.81,63.77,8.01,permanent,clayey_delta,north_delta,fruiting,calcium_nitrate_155
maize,41.53,5.32,6.8,26.87,65.09,8.3,summer,clayey_delta,north_delta,vegetative,zinc_sulphate_22
wheat,110.67,38.62,32.14,14.12,55.6,8.11,winter,clayey_delta,south_delta,vegetative,zinc_sulphate_22
watermelon,6.05,15.39,72.93,36.04,35.0,7.93,summer,reclaimed,new_lands,flowering,ammonium_nitrate_335
sugar_beet,50.34,26.2,10.3,15.21,61.25,7.71,winter,calcareous,west_delta,vegetative,potassium_chloride_60
cucumber,47.5,3.32,102.92,25.18,61.8,7.78,summer,alluvial,south_delta,vegetative,triple_super_phosphate_46
mango,12.29,23.42,83.47,31.28,44.63,7.68,permanent,sandy,aswan,flowering,urea_46
date_palm,15.72,8.88,59.41,35.71,30.34,8.11,permanent,reclaimed,aswan,vegetative,zinc_sulphate_22
sugar_beet,11.47,8.12,32.6,13.45,61.0,7.95,winter,calcareous,west_delta,seedling,mono_ammonium_phosphate_12_61
grapes,72.72,16.88,76.52,24.48,62.73,7.96,permanent,calcareous,sinai_north,flowering,single_super_phosphate_15
mint,22.87,29.61,63.51,28.17,60.0,7.57,permanent,alluvial,middle_egypt,fruiting,urea_46
barley,68.4,26.79,50.87,18.66,53.79,8.35,winter,reclaimed,sinai_north,seedling,nutrient_excess
lentil,11.77,15.07,3.83,17.65,57.9,7.92,winter,calcareous,west_delta,seedling,potassium_chloride_60
rice,98.33,3.75,15.67,25.05,72.35,8.2,summer,alluvial,north_delta,vegetative,zinc_sulphate_22
pomegranate,24.97,20.11,63.53,23.73,55.17,7.82,permanent,loamy_clay,west_delta,vegetative,urea_46
tomato_winter,69.81,41.79,88.27,17.45,62.98,8.2,winter,alluvial,south_delta,seedling,iron_chelate_eddha_6
maize,96.39,32.11,25.29,25.59,45.0,7.85,summer,loamy_clay,upper_egypt,fruiting,no_fertilizer_required
date_palm,6.53,8.68,42.86,28.33,29.57,8.23,permanent,reclaimed,aswan,seedling,manganese_sulphate_32
citrus,98.14,21.11,97.56,24.48,47.54,7.8,permanent,alluvial,upper_egypt,seedling,npk_20_20_20
cabbage,51.07,12.78,75.36,11.43,56.28,7.9,winter,alluvial,middle_egypt,flowering,borax_11
tomato_summer,120.0,45.85,13.93,24.23,66.42,8.2,summer,alluvial,north_delta,vegetative,iron_chelate_eddha_6
barley,42.19,7.07,20.91,18.0,54.91,7.56,winter,sandy,sinai_north,flowering,single_super_phosphate_15
cotton,82.56,19.62,17.24,31.58,49.51,7.85,summer,alluvial,middle_egypt,seedling,potassium_chloride_60
onion,18.96,26.45,48.0,13.68,59.94,8.03,winter,clayey_delta,north_delta,seedling,agricultural_sulphur_99
olive,33.87,9.12,60.73,20.57,52.98,8.27,permanent,calcareous,sinai_north,flowering,magnesium_sulphate_16
citrus,77.68,17.72,73.64,22.71,59.35,7.59,permanent,sandy,east_delta,seedling,humic_acid_80
rice,82.04,17.3,15.12,27.84,73.23,7.77,summer,alluvial,north_delta,flowering,potassium_chloride_60
cumin,27.34,14.0,25.23,18.24,44.42,7.58,winter,sandy,new_lands,fruiting,single_super_phosphate_15
barley,9.61,18.83,27.75,15.46,60.44,7.99,winter,calcareous,north_coast,vegetative,ammonium_sulphate_206
wheat,79.88,12.83,23.6,14.6,49.86,8.09,winter,loamy_clay,middle_egypt,vegetative,zinc_sulphate_22
olive,22.76,10.98,44.1,19.88,62.0,8.09,permanent,calcareous,north_coast,seedling,agricultural_sulphur_99
lentil,15.7,14.11,12.85,15.81,47.31,7.97,winter,reclaimed,middle_egypt,seedling,potassium_sulphate_48
